kategori,input_user,prep_input,prep_stopword
info_tensibot,siapa iya yang buat chatbot ini,"['siapa', 'iya', 'yang', 'buat', 'chatbot', 'ini']","['siapa', 'iya', 'buat', 'chatbot']"
info_tensibot,yang buat tensibot itu siapa,"['yang', 'buat', 'tensibot', 'itu', 'siapa']","['buat', 'tensibot', 'siapa']"
info_tensibot,yang buat chatbot ini siapa,"['yang', 'buat', 'chatbot', 'ini', 'siapa']","['buat', 'chatbot', 'siapa']"
info_tensibot,siapa sih yang buat ini chatbot,"['siapa', 'sih', 'yang', 'buat', 'ini', 'chatbot']","['siapa', 'sih', 'buat', 'chatbot']"
info_tensibot,ingin tahu dong siapa yang buat tensibot,"['ingin', 'tahu', 'dong', 'siapa', 'yang', 'buat', 'tensibot']","['tahu', 'dong', 'siapa', 'buat', 'tensibot']"
info_tensibot,aku ingin tahu ini yang buat tensibot siapa iya,"['aku', 'ingin', 'tahu', 'ini', 'yang', 'buat', 'tensibot', 'siapa', 'iya']","['aku', 'tahu', 'yang', 'buat', 'tensibot', 'siapa', 'iya']"
info_tensibot,aku penasaran siapa yang membuat tensibot,"['aku', 'penasaran', 'siapa', 'yang', 'buat', 'tensibot']","['aku', 'penasaran', 'siapa', 'buat', 'tensibot']"
info_tensibot,penasaran sekali siapa yang menciptakan tensibot,"['penasaran', 'sekali', 'siapa', 'yang', 'cipta', 'tensibot']","['penasaran', 'sekali', 'siapa', 'cipta', 'tensibot']"
info_tensibot,pembuat tensibot itu siapa sih kalau boleh tahu,"['buat', 'tensibot', 'itu', 'siapa', 'sih', 'kalau', 'boleh', 'tahu']","['buat', 'tensibot', 'siapa', 'sih', 'kalau', 'tahu']"
info_tensibot,aku suka tensibot siapa iya yang membuat tensibot,"['aku', 'suka', 'tensibot', 'siapa', 'iya', 'yang', 'buat', 'tensibot']","['aku', 'suka', 'tensibot', 'siapa', 'iya', 'buat', 'tensibot']"
info_tensibot,yang buat kamu siapa ini,"['yang', 'buat', 'kamu', 'siapa', 'ini']","['buat', 'kamu', 'siapa']"
info_tensibot,yang menciptakan kamu siapa ini,"['yang', 'cipta', 'kamu', 'siapa', 'ini']","['cipta', 'kamu', 'siapa']"
info_tensibot,Pembuat Tensibot adalah siapa,"['buat', 'tensibot', 'adalah', 'siapa']","['buat', 'tensibot', 'siapa']"
info_tensibot,Siapakah yang menciptakan Tensibot,"['siapa', 'yang', 'cipta', 'tensibot']","['siapa', 'cipta', 'tensibot']"
info_tensibot,Siapa yang menciptakan Tensibot ini,"['siapa', 'yang', 'cipta', 'tensibot', 'ini']","['siapa', 'cipta', 'tensibot']"
info_tensibot,Siapa pencipta Tensibot,"['siapa', 'cipta', 'tensibot']","['siapa', 'cipta', 'tensibot']"
info_tensibot,Siapa yang membuat Tensibot ini,"['siapa', 'yang', 'buat', 'tensibot', 'ini']","['siapa', 'buat', 'tensibot']"
info_tensibot,Siapa yang merancang dan mengembangkan Tensibot,"['siapa', 'yang', 'rancang', 'dan', 'kembang', 'tensibot']","['siapa', 'rancang', 'kembang', 'tensibot']"
info_tensibot,Siapa yang menciptakan Tensibot,"['siapa', 'yang', 'cipta', 'tensibot']","['siapa', 'cipta', 'tensibot']"
info_tensibot,Siapa yang mengembangkan Tensibot ini,"['siapa', 'yang', 'kembang', 'tensibot', 'ini']","['siapa', 'kembang', 'tensibot']"
info_tensibot,Tensibot dibuat oleh siapa,"['tensibot', 'buat', 'oleh', 'siapa']","['tensibot', 'buat', 'siapa']"
info_tensibot,Saya ingin tahu siapa yang menciptakan Tensibot,"['saya', 'ingin', 'tahu', 'siapa', 'yang', 'cipta', 'tensibot']","['ingin', 'tahu', 'siapa', 'cipta', 'tensibot']"
info_tensibot,Aku penasaran siapa yang membuat Tensibot,"['aku', 'penasaran', 'siapa', 'yang', 'buat', 'tensibot']","['aku', 'penasaran', 'siapa', 'buat', 'tensibot']"
info_tensibot,Aku ingin tahu siapa yang menciptakan Tensibot,"['aku', 'ingin', 'tahu', 'siapa', 'yang', 'cipta', 'tensibot']","['aku', 'tahu', 'siapa', 'cipta', 'tensibot']"
info_tensibot,Tensibot dibuat oleh siapa,"['tensibot', 'buat', 'oleh', 'siapa']","['tensibot', 'buat', 'siapa']"
info_tensibot,Siapa yang menciptakan Tensibot,"['siapa', 'yang', 'cipta', 'tensibot']","['siapa', 'cipta', 'tensibot']"
info_tensibot,Siapa yang bertanggung jawab atas pembuatan Tensibot,"['siapa', 'yang', 'tanggung', 'jawab', 'atas', 'buat', 'tensibot']","['siapa', 'tanggung', 'jawab', 'atas', 'buat', 'tensibot']"
info_tensibot,Pembuat Tensibot adalah siapa,"['buat', 'tensibot', 'adalah', 'siapa']","['buat', 'tensibot', 'siapa']"
info_tensibot,Siapakah yang menciptakan Tensibot,"['siapa', 'yang', 'cipta', 'tensibot']","['siapa', 'cipta', 'tensibot']"
info_tensibot,Siapa yang menciptakan Tensibot ini,"['siapa', 'yang', 'cipta', 'tensibot', 'ini']","['siapa', 'cipta', 'tensibot']"
info_tensibot,Siapa pencipta Tensibot,"['siapa', 'cipta', 'tensibot']","['siapa', 'cipta', 'tensibot']"
info_tensibot,Siapa yang membuat Tensibot ini,"['siapa', 'yang', 'buat', 'tensibot', 'ini']","['siapa', 'buat', 'tensibot']"
info_tensibot,Siapa yang merancang dan mengembangkan Tensibot,"['siapa', 'yang', 'rancang', 'dan', 'kembang', 'tensibot']","['siapa', 'rancang', 'kembang', 'tensibot']"
info_tensibot,Siapa yang menciptakan Tensibot,"['siapa', 'yang', 'cipta', 'tensibot']","['siapa', 'cipta', 'tensibot']"
info_tensibot,Siapa yang mengembangkan Tensibot ini,"['siapa', 'yang', 'kembang', 'tensibot', 'ini']","['siapa', 'kembang', 'tensibot']"
info_tensibot,Tensibot dibuat oleh siapa,"['tensibot', 'buat', 'oleh', 'siapa']","['tensibot', 'buat', 'siapa']"
info_tensibot,Saya ingin tahu siapa yang menciptakan Tensibot,"['saya', 'ingin', 'tahu', 'siapa', 'yang', 'cipta', 'tensibot']","['ingin', 'tahu', 'siapa', 'cipta', 'tensibot']"
info_tensibot,Aku penasaran siapa yang membuat Tensibot,"['aku', 'penasaran', 'siapa', 'yang', 'buat', 'tensibot']","['aku', 'penasaran', 'siapa', 'buat', 'tensibot']"
info_tensibot,Aku ingin tahu siapa yang menciptakan Tensibot,"['aku', 'ingin', 'tahu', 'siapa', 'yang', 'cipta', 'tensibot']","['aku', 'tahu', 'siapa', 'cipta', 'tensibot']"
info_tensibot,Tensibot dibuat oleh siapa,"['tensibot', 'buat', 'oleh', 'siapa']","['tensibot', 'buat', 'siapa']"
info_tensibot,Siapa yang menciptakan Tensibot,"['siapa', 'yang', 'cipta', 'tensibot']","['siapa', 'cipta', 'tensibot']"
info_tensibot,Siapa yang bertanggung jawab atas pembuatan Tensibot,"['siapa', 'yang', 'tanggung', 'jawab', 'atas', 'buat', 'tensibot']","['siapa', 'tanggung', 'jawab', 'atas', 'buat', 'tensibot']"
info_tensibot,Pembuat Tensibot adalah siapa,"['buat', 'tensibot', 'adalah', 'siapa']","['buat', 'tensibot', 'siapa']"
info_tensibot,Siapakah yang menciptakan Tensibot,"['siapa', 'yang', 'cipta', 'tensibot']","['siapa', 'cipta', 'tensibot']"
info_tensibot,Siapa yang menciptakan Tensibot ini,"['siapa', 'yang', 'cipta', 'tensibot', 'ini']","['siapa', 'cipta', 'tensibot']"
info_tensibot,Siapa pencipta Tensibot,"['siapa', 'cipta', 'tensibot']","['siapa', 'cipta', 'tensibot']"
info_tensibot,Siapa yang membuat Tensibot ini,"['siapa', 'yang', 'buat', 'tensibot', 'ini']","['siapa', 'buat', 'tensibot']"
info_tensibot,Siapa yang merancang dan mengembangkan Tensibot,"['siapa', 'yang', 'rancang', 'dan', 'kembang', 'tensibot']","['siapa', 'rancang', 'kembang', 'tensibot']"
info_tensibot,Siapa yang menciptakan Tensibot,"['siapa', 'yang', 'cipta', 'tensibot']","['siapa', 'cipta', 'tensibot']"
info_tensibot,Siapa yang mengembangkan Tensibot ini,"['siapa', 'yang', 'kembang', 'tensibot', 'ini']","['siapa', 'kembang', 'tensibot']"
info_tensibot,Tensibot dibuat oleh siapa,"['tensibot', 'buat', 'oleh', 'siapa']","['tensibot', 'buat', 'siapa']"
info_tensibot,Saya ingin tahu siapa yang menciptakan Tensibot,"['saya', 'ingin', 'tahu', 'siapa', 'yang', 'cipta', 'tensibot']","['ingin', 'tahu', 'siapa', 'cipta', 'tensibot']"
info_tensibot,Aku penasaran siapa yang membuat Tensibot,"['aku', 'penasaran', 'siapa', 'yang', 'buat', 'tensibot']","['aku', 'penasaran', 'siapa', 'buat', 'tensibot']"
info_tensibot,Aku ingin tahu siapa yang menciptakan Tensibot,"['aku', 'ingin', 'tahu', 'siapa', 'yang', 'cipta', 'tensibot']","['aku', 'tahu', 'siapa', 'cipta', 'tensibot']"
info_tensibot,Tensibot dibuat oleh siapa,"['tensibot', 'buat', 'oleh', 'siapa']","['tensibot', 'buat', 'siapa']"
info_tensibot,Siapa yang menciptakan Tensibot,"['siapa', 'yang', 'cipta', 'tensibot']","['siapa', 'cipta', 'tensibot']"
info_tensibot,Siapa yang bertanggung jawab atas pembuatan Tensibot,"['siapa', 'yang', 'tanggung', 'jawab', 'atas', 'buat', 'tensibot']","['siapa', 'tanggung', 'jawab', 'atas', 'buat', 'tensibot']"
info_tensibot,Pembuat Tensibot adalah siapa,"['buat', 'tensibot', 'adalah', 'siapa']","['buat', 'tensibot', 'siapa']"
info_tensibot,Siapakah yang menciptakan Tensibot,"['siapa', 'yang', 'cipta', 'tensibot']","['siapa', 'cipta', 'tensibot']"
info_tensibot,Siapa yang menciptakan Tensibot ini,"['siapa', 'yang', 'cipta', 'tensibot', 'ini']","['siapa', 'cipta', 'tensibot']"
info_tensibot,Siapa pencipta Tensibot,"['siapa', 'cipta', 'tensibot']","['siapa', 'cipta', 'tensibot']"
info_tensibot,Siapa yang membuat Tensibot ini,"['siapa', 'yang', 'buat', 'tensibot', 'ini']","['siapa', 'buat', 'tensibot']"
info_tensibot,Siapa yang merancang dan mengembangkan Tensibot,"['siapa', 'yang', 'rancang', 'dan', 'kembang', 'tensibot']","['siapa', 'rancang', 'kembang', 'tensibot']"
info_tensibot,Siapa yang menciptakan Tensibot,"['siapa', 'yang', 'cipta', 'tensibot']","['siapa', 'cipta', 'tensibot']"
info_tensibot,Siapa yang mengembangkan Tensibot ini,"['siapa', 'yang', 'kembang', 'tensibot', 'ini']","['siapa', 'kembang', 'tensibot']"
info_tensibot,Tensibot dibuat oleh siapa,"['tensibot', 'buat', 'oleh', 'siapa']","['tensibot', 'buat', 'siapa']"
info_tensibot,Saya ingin tahu siapa yang menciptakan Tensibot,"['saya', 'ingin', 'tahu', 'siapa', 'yang', 'cipta', 'tensibot']","['ingin', 'tahu', 'siapa', 'cipta', 'tensibot']"
info_tensibot,Aku penasaran siapa yang membuat Tensibot,"['aku', 'penasaran', 'siapa', 'yang', 'buat', 'tensibot']","['aku', 'penasaran', 'siapa', 'buat', 'tensibot']"
info_tensibot,Aku ingin tahu siapa yang menciptakan Tensibot,"['aku', 'ingin', 'tahu', 'siapa', 'yang', 'cipta', 'tensibot']","['aku', 'tahu', 'siapa', 'cipta', 'tensibot']"
info_tensibot,Tensibot dibuat oleh siapa,"['tensibot', 'buat', 'oleh', 'siapa']","['tensibot', 'buat', 'siapa']"
info_tensibot,Siapa yang menciptakan Tensibot,"['siapa', 'yang', 'cipta', 'tensibot']","['siapa', 'cipta', 'tensibot']"
info_tensibot,Siapa yang bertanggung jawab atas pembuatan Tensibot,"['siapa', 'yang', 'tanggung', 'jawab', 'atas', 'buat', 'tensibot']","['siapa', 'tanggung', 'jawab', 'atas', 'buat', 'tensibot']"
info_tensibot,Pembuat Tensibot adalah siapa,"['buat', 'tensibot', 'adalah', 'siapa']","['buat', 'tensibot', 'siapa']"
info_tensibot,Siapakah yang menciptakan Tensibot,"['siapa', 'yang', 'cipta', 'tensibot']","['siapa', 'cipta', 'tensibot']"
info_tensibot,Siapa yang menciptakan Tensibot ini,"['siapa', 'yang', 'cipta', 'tensibot', 'ini']","['siapa', 'cipta', 'tensibot']"
info_tensibot,Siapa pencipta Tensibot,"['siapa', 'cipta', 'tensibot']","['siapa', 'cipta', 'tensibot']"
info_tensibot,Siapa yang membuat Tensibot ini,"['siapa', 'yang', 'buat', 'tensibot', 'ini']","['siapa', 'buat', 'tensibot']"
info_tensibot,Siapa yang merancang dan mengembangkan Tensibot,"['siapa', 'yang', 'rancang', 'dan', 'kembang', 'tensibot']","['siapa', 'rancang', 'kembang', 'tensibot']"
info_tensibot,Siapa yang menciptakan Tensibot,"['siapa', 'yang', 'cipta', 'tensibot']","['siapa', 'cipta', 'tensibot']"
info_tensibot,Siapa yang mengembangkan Tensibot ini,"['siapa', 'yang', 'kembang', 'tensibot', 'ini']","['siapa', 'kembang', 'tensibot']"
info_tensibot,Tensibot dibuat oleh siapa,"['tensibot', 'buat', 'oleh', 'siapa']","['tensibot', 'buat', 'siapa']"
info_tensibot,apa itu tensibot,"['apa', 'itu', 'tensibot']","['apa', 'tensibot']"
info_tensibot,saya tidak tahu tensibot tu apa,"['saya', 'tidak', 'tahu', 'tensibot', 'tu', 'apa']","['tidak', 'tahu', 'tensibot', 'tu', 'apa']"
info_tensibot,saya mau tahu tensibot tu apa,"['saya', 'mau', 'tahu', 'tensibot', 'tu', 'apa']","['mau', 'tahu', 'tensibot', 'tu', 'apa']"
info_tensibot,sebutkan defenisi dari tensibo,"['sebut', 'defenisi', 'dari', 'tensibo']","['sebut', 'defenisi', 'tensibo']"
info_tensibot,apa yang dimaksud dengan tensibot,"['apa', 'yang', 'maksud', 'dengan', 'tensibot']","['apa', 'maksud', 'tensibot']"
info_tensibot,Tensibot adalah,"['tensibot', 'adalah']",['tensibot']
info_tensibot,apa fungsi dari tensibot,"['apa', 'fungsi', 'dari', 'tensibot']","['apa', 'fungsi', 'tensibot']"
info_tensibot,kenalin dong tensibot,"['kenalin', 'dong', 'tensibot']","['kenalin', 'dong', 'tensibot']"
info_tensibot,tensibot apa,"['tensibot', 'apa']","['tensibot', 'apa']"
info_tensibot,tensibot siapa,"['tensibot', 'siapa']","['tensibot', 'siapa']"
info_tensibot,tensibot itu apa iya,"['tensibot', 'itu', 'apa', 'iya']","['tensibot', 'apa', 'iya']"
info_tensibot,tensibot itu apa manfaatnya,"['tensibot', 'itu', 'apa', 'manfaat']","['tensibot', 'apa', 'manfaat']"
info_tensibot,tenibot itu apa jelasin dong,"['tenibot', 'itu', 'apa', 'jelasin', 'dong']","['tenibot', 'apa', 'jelasin', 'dong']"
info_tensibot,tensibot itu apa jelasin dong,"['tensibot', 'itu', 'apa', 'jelasin', 'dong']","['tensibot', 'apa', 'jelasin', 'dong']"
info_tensibot,jelaskan apa itu tensibot,"['jelas', 'apa', 'itu', 'tensibot']","['jelas', 'apa', 'tensibot']"
info_tensibot,jelaskan tesibot itu apa,"['jelas', 'tesibot', 'itu', 'apa']","['jelas', 'tesibot', 'apa']"
info_tensibot,apa sih tensibot itu,"['apa', 'sih', 'tensibot', 'itu']","['apa', 'sih', 'tensibot']"
info_tensibot,apa fungsi tensibot,"['apa', 'fungsi', 'tensibot']","['apa', 'fungsi', 'tensibot']"
info_tensibot,tensibot itu apa,"['tensibot', 'itu', 'apa']","['tensibot', 'apa']"
info_tensibot,kamu itu apa iya,"['kamu', 'itu', 'apa', 'iya']","['kamu', 'apa', 'iya']"
info_tensibot,tensibot itu robot apa iya,"['tensibot', 'itu', 'robot', 'apa', 'iya']","['tensibot', 'robot', 'apa', 'iya']"
info_tensibot,aku penasaran apa fungsi dari tensibot,"['aku', 'penasaran', 'apa', 'fungsi', 'dari', 'tensibot']","['aku', 'penasaran', 'apa', 'fungsi', 'tensibot']"
info_tensibot,fungsi dari tensibot,"['fungsi', 'dari', 'tensibot']","['fungsi', 'tensibot']"
info_tensibot,tensibot berfungsi untuk,"['tensibot', 'fungsi', 'untuk']","['tensibot', 'fungsi']"
info_tensibot,fungsi tensibot itu buat apa sih,"['fungsi', 'tensibot', 'itu', 'buat', 'apa', 'sih']","['fungsi', 'tensibot', 'buat', 'apa', 'sih']"
info_tensibot,aku bingung tensibot berfungsi buat apa iya,"['aku', 'bingung', 'tensibot', 'fungsi', 'buat', 'apa', 'iya']","['aku', 'bingung', 'tensibot', 'fungsi', 'buat', 'apa', 'iya']"
info_tensibot,tensibot itu fungsinya buat apa iya,"['tensibot', 'itu', 'fungsi', 'buat', 'apa', 'iya']","['tensibot', 'fungsi', 'buat', 'apa', 'iya']"
info_tensibot,tensibot itu apa sih,"['tensibot', 'itu', 'apa', 'sih']","['tensibot', 'apa', 'sih']"
info_tensibot,tensibot itu robot seperti apa iya,"['tensibot', 'itu', 'robot', 'seperti', 'apa', 'iya']","['tensibot', 'robot', 'apa', 'iya']"
info_tensibot,penasaran tensibot berfungsi buat apa,"['penasaran', 'tensibot', 'fungsi', 'buat', 'apa']","['penasaran', 'tensibot', 'fungsi', 'buat', 'apa']"
info_tensibot,Siapa yang bertanggung jawab atas pembuatan Tensibot,"['siapa', 'yang', 'tanggung', 'jawab', 'atas', 'buat', 'tensibot']","['siapa', 'tanggung', 'jawab', 'atas', 'buat', 'tensibot']"
info_tensibot,Tensibot adalah apa,"['tensibot', 'adalah', 'apa']","['tensibot', 'apa']"
info_tensibot,Sebutkan definisi dari Tensibot,"['sebut', 'definisi', 'dari', 'tensibot']","['sebut', 'definisi', 'tensibot']"
info_tensibot,Apa yang dimaksud dengan Tensibot,"['apa', 'yang', 'maksud', 'dengan', 'tensibot']","['apa', 'maksud', 'tensibot']"
info_tensibot,Tensibot itu apa,"['tensibot', 'itu', 'apa']","['tensibot', 'apa']"
info_tensibot,Apa fungsi dari Tensibot,"['apa', 'fungsi', 'dari', 'tensibot']","['apa', 'fungsi', 'tensibot']"
info_tensibot,Kenalkan Tensibot siapa dia,"['kenal', 'tensibot', 'siapa', 'dia']","['kenal', 'tensibot', 'siapa']"
info_tensibot,Apa itu Tensibot,"['apa', 'itu', 'tensibot']","['apa', 'tensibot']"
info_tensibot,Siapa Tensibot,"['siapa', 'tensibot']","['siapa', 'tensibot']"
info_tensibot,Apa yang bisa kamu jelaskan tentang Tensibot,"['apa', 'yang', 'bisa', 'kamu', 'jelas', 'tentang', 'tensibot']","['apa', 'bisa', 'kamu', 'jelas', 'tensibot']"
info_tensibot,Apa manfaat dari Tensibot,"['apa', 'manfaat', 'dari', 'tensibot']","['apa', 'manfaat', 'tensibot']"
info_tensibot,Tolong jelaskan apa itu Tensibot,"['tolong', 'jelas', 'apa', 'itu', 'tensibot']","['jelas', 'apa', 'tensibot']"
info_tensibot,Tensibot itu apa Tolong jelaskan,"['tensibot', 'itu', 'apa', 'tolong', 'jelas']","['tensibot', 'apa', 'jelas']"
info_tensibot,Jelaskan apa itu Tensibot,"['jelas', 'apa', 'itu', 'tensibot']","['jelas', 'apa', 'tensibot']"
info_tensibot,Jelaskan apa itu Tensibot,"['jelas', 'apa', 'itu', 'tensibot']","['jelas', 'apa', 'tensibot']"
info_tensibot,Apa sih Tensibot itu,"['apa', 'sih', 'tensibot', 'itu']","['apa', 'sih', 'tensibot']"
info_tensibot,Apa fungsi Tensibot,"['apa', 'fungsi', 'tensibot']","['apa', 'fungsi', 'tensibot']"
info_tensibot,Tensibot itu apa,"['tensibot', 'itu', 'apa']","['tensibot', 'apa']"
info_tensibot,Kamu itu apa iya,"['kamu', 'itu', 'apa', 'iya']","['kamu', 'apa', 'iya']"
info_tensibot,Apakah Tensibot itu sebuah robot,"['apakah', 'tensibot', 'itu', 'buah', 'robot']","['tensibot', 'buah', 'robot']"
info_tensibot,Aku penasaran apa fungsi dari Tensibot,"['aku', 'penasaran', 'apa', 'fungsi', 'dari', 'tensibot']","['aku', 'penasaran', 'apa', 'fungsi', 'tensibot']"
info_tensibot,Apa fungsi dari Tensibot,"['apa', 'fungsi', 'dari', 'tensibot']","['apa', 'fungsi', 'tensibot']"
info_tensibot,Tensibot berfungsi untuk apa,"['tensibot', 'fungsi', 'untuk', 'apa']","['tensibot', 'fungsi', 'apa']"
info_tensibot,Apa fungsi Tensibot,"['apa', 'fungsi', 'tensibot']","['apa', 'fungsi', 'tensibot']"
info_tensibot,Apa fungsi dari Tensibot,"['apa', 'fungsi', 'dari', 'tensibot']","['apa', 'fungsi', 'tensibot']"
info_tensibot,Aku bingung Tensibot berfungsi buat apa iya,"['aku', 'bingung', 'tensibot', 'fungsi', 'buat', 'apa', 'iya']","['aku', 'bingung', 'tensibot', 'fungsi', 'buat', 'apa', 'iya']"
info_tensibot,Tensibot itu fungsinya buat apa iya,"['tensibot', 'itu', 'fungsi', 'buat', 'apa', 'iya']","['tensibot', 'fungsi', 'buat', 'apa', 'iya']"
info_tensibot,Tensibot itu apa sih,"['tensibot', 'itu', 'apa', 'sih']","['tensibot', 'apa', 'sih']"
info_tensibot,Tensibot itu seperti robot seperti apa iya,"['tensibot', 'itu', 'seperti', 'robot', 'seperti', 'apa', 'iya']","['tensibot', 'robot', 'seperti', 'apa', 'iya']"
info_tensibot,Penasaran apa fungsi Tensibot,"['penasaran', 'apa', 'fungsi', 'tensibot']","['penasaran', 'apa', 'fungsi', 'tensibot']"
info_tensibot,Siapa yang bertanggung jawab atas pembuatan Tensibot,"['siapa', 'yang', 'tanggung', 'jawab', 'atas', 'buat', 'tensibot']","['siapa', 'tanggung', 'jawab', 'atas', 'buat', 'tensibot']"
info_tensibot,Tolong jelaskan apa itu Tensibot,"['tolong', 'jelas', 'apa', 'itu', 'tensibot']","['jelas', 'apa', 'tensibot']"
info_tensibot,Apa yang dimaksud dengan Tensibot,"['apa', 'yang', 'maksud', 'dengan', 'tensibot']","['apa', 'maksud', 'tensibot']"
info_tensibot,Apa itu Tensibot,"['apa', 'itu', 'tensibot']","['apa', 'tensibot']"
info_tensibot,Apa fungsi dari Tensibot,"['apa', 'fungsi', 'dari', 'tensibot']","['apa', 'fungsi', 'tensibot']"
info_tensibot,Apa manfaat dari Tensibot,"['apa', 'manfaat', 'dari', 'tensibot']","['apa', 'manfaat', 'tensibot']"
info_tensibot,Kenalkan Tensibot siapa dia,"['kenal', 'tensibot', 'siapa', 'dia']","['kenal', 'tensibot', 'siapa']"
info_tensibot,Apa itu Tensibot,"['apa', 'itu', 'tensibot']","['apa', 'tensibot']"
info_tensibot,Siapa Tensibot,"['siapa', 'tensibot']","['siapa', 'tensibot']"
info_tensibot,Apa yang bisa kamu jelaskan tentang Tensibot,"['apa', 'yang', 'bisa', 'kamu', 'jelas', 'tentang', 'tensibot']","['apa', 'bisa', 'kamu', 'jelas', 'tensibot']"
info_tensibot,Apa manfaat dari Tensibot,"['apa', 'manfaat', 'dari', 'tensibot']","['apa', 'manfaat', 'tensibot']"
info_tensibot,Tolong jelaskan apa itu Tensibot,"['tolong', 'jelas', 'apa', 'itu', 'tensibot']","['jelas', 'apa', 'tensibot']"
info_tensibot,Tensibot itu apa Tolong jelaskan,"['tensibot', 'itu', 'apa', 'tolong', 'jelas']","['tensibot', 'apa', 'jelas']"
info_tensibot,Jelaskan apa itu Tensibot,"['jelas', 'apa', 'itu', 'tensibot']","['jelas', 'apa', 'tensibot']"
info_tensibot,Jelaskan apa itu Tensibot,"['jelas', 'apa', 'itu', 'tensibot']","['jelas', 'apa', 'tensibot']"
info_tensibot,Apa sih Tensibot itu,"['apa', 'sih', 'tensibot', 'itu']","['apa', 'sih', 'tensibot']"
info_tensibot,Apa fungsi Tensibot,"['apa', 'fungsi', 'tensibot']","['apa', 'fungsi', 'tensibot']"
info_tensibot,Tensibot itu apa,"['tensibot', 'itu', 'apa']","['tensibot', 'apa']"
info_tensibot,Kamu itu apa iya,"['kamu', 'itu', 'apa', 'iya']","['kamu', 'apa', 'iya']"
info_tensibot,Apakah Tensibot itu sebuah robot,"['apakah', 'tensibot', 'itu', 'buah', 'robot']","['tensibot', 'buah', 'robot']"
info_tensibot,Aku penasaran apa fungsi dari Tensibot,"['aku', 'penasaran', 'apa', 'fungsi', 'dari', 'tensibot']","['aku', 'penasaran', 'apa', 'fungsi', 'tensibot']"
info_tensibot,Apa fungsi dari Tensibot,"['apa', 'fungsi', 'dari', 'tensibot']","['apa', 'fungsi', 'tensibot']"
info_tensibot,Tensibot berfungsi untuk apa,"['tensibot', 'fungsi', 'untuk', 'apa']","['tensibot', 'fungsi', 'apa']"
info_tensibot,Apa fungsi Tensibot,"['apa', 'fungsi', 'tensibot']","['apa', 'fungsi', 'tensibot']"
info_tensibot,Apa fungsi dari Tensibot,"['apa', 'fungsi', 'dari', 'tensibot']","['apa', 'fungsi', 'tensibot']"
info_tensibot,Aku bingung Tensibot berfungsi buat apa iya,"['aku', 'bingung', 'tensibot', 'fungsi', 'buat', 'apa', 'iya']","['aku', 'bingung', 'tensibot', 'fungsi', 'buat', 'apa', 'iya']"
